pm10,date (Europe/London)
22,2025-12-04 19:13:26.002000+00:00
22,2025-12-04 19:13:23.997000+00:00
22,2025-12-04 19:13:21.989000+00:00
22,2025-12-04 19:13:19.952000+00:00
22,2025-12-04 19:13:17.935000+00:00
22,2025-12-04 19:13:16.099000+00:00
22,2025-12-04 19:13:13.997000+00:00
22,2025-12-04 19:13:11.965000+00:00
22,2025-12-04 19:13:10.032000+00:00
22,2025-12-04 19:13:07.970000+00:00
22,2025-12-04 19:13:05.953000+00:00
22,2025-12-04 19:13:03.939000+00:00
22,2025-12-04 19:13:01.977000+00:00
22,2025-12-04 19:12:59.936000+00:00
22,2025-12-04 19:12:58.046000+00:00
22,2025-12-04 19:12:55.994000+00:00
22,2025-12-04 19:12:54.020000+00:00
22,2025-12-04 19:12:52.101000+00:00
22,2025-12-04 19:12:49.963000+00:00
22,2025-12-04 19:12:47.980000+00:00
22,2025-12-04 19:12:45.972000+00:00
22,2025-12-04 19:12:43.932000+00:00
22,2025-12-04 19:12:42.034000+00:00
22,2025-12-04 19:12:40.014000+00:00
22,2025-12-04 19:12:37.982000+00:00
21,2025-12-04 19:12:36.100000+00:00
21,2025-12-04 19:12:34.025000+00:00
21,2025-12-04 19:12:31.995000+00:00
21,2025-12-04 19:12:29.939000+00:00
21,2025-12-04 19:12:27.987000+00:00
21,2025-12-04 19:12:26.004000+00:00
21,2025-12-04 19:12:23.980000+00:00
21,2025-12-04 19:12:21.997000+00:00
21,2025-12-04 19:12:19.945000+00:00
21,2025-12-04 19:12:17.939000+00:00
21,2025-12-04 19:12:15.937000+00:00
21,2025-12-04 19:12:13.990000+00:00
21,2025-12-04 19:12:11.978000+00:00
21,2025-12-04 19:12:09.933000+00:00
21,2025-12-04 19:12:07.943000+00:00
21,2025-12-04 19:12:06.025000+00:00
21,2025-12-04 19:12:03.998000+00:00
21,2025-12-04 19:12:01.977000+00:00
21,2025-12-04 19:12:00.006000+00:00
21,2025-12-04 19:11:57.948000+00:00
21,2025-12-04 19:11:56.024000+00:00
21,2025-12-04 19:11:54.033000+00:00
21,2025-12-04 19:11:52.023000+00:00
21,2025-12-04 19:11:49.967000+00:00
21,2025-12-04 19:11:47.991000+00:00
21,2025-12-04 19:11:45.943000+00:00
21,2025-12-04 19:11:43.930000+00:00
21,2025-12-04 19:11:41.984000+00:00
21,2025-12-04 19:11:40+00:00
21,2025-12-04 19:11:37.945000+00:00
21,2025-12-04 19:11:36.009000+00:00
21,2025-12-04 19:11:33.975000+00:00
21,2025-12-04 19:11:31.998000+00:00
21,2025-12-04 19:11:30.002000+00:00
21,2025-12-04 19:11:27.933000+00:00
21,2025-12-04 19:11:25.981000+00:00
21,2025-12-04 19:11:23.976000+00:00
21,2025-12-04 19:11:22.035000+00:00
21,2025-12-04 19:11:20.085000+00:00
21,2025-12-04 19:11:18.108000+00:00
21,2025-12-04 19:11:15.988000+00:00
21,2025-12-04 19:11:14.019000+00:00
21,2025-12-04 19:11:12.003000+00:00
21,2025-12-04 19:11:09.933000+00:00
21,2025-12-04 19:11:07.956000+00:00
21,2025-12-04 19:11:06.027000+00:00
21,2025-12-04 19:11:03.972000+00:00
21,2025-12-04 19:11:01.946000+00:00
21,2025-12-04 19:10:59.936000+00:00
21,2025-12-04 19:10:57.936000+00:00
21,2025-12-04 19:10:55.993000+00:00
21,2025-12-04 19:10:53.992000+00:00
21,2025-12-04 19:10:52.035000+00:00
21,2025-12-04 19:10:49.974000+00:00
21,2025-12-04 19:10:48.021000+00:00
21,2025-12-04 19:10:45.961000+00:00
21,2025-12-04 19:10:44.062000+00:00
21,2025-12-04 19:10:41.980000+00:00
21,2025-12-04 19:10:40.004000+00:00
21,2025-12-04 19:10:37.998000+00:00
18,2025-12-04 19:10:35.942000+00:00
18,2025-12-04 19:10:33.973000+00:00
18,2025-12-04 19:10:31.953000+00:00
18,2025-12-04 19:10:29.935000+00:00
18,2025-12-04 19:10:27.978000+00:00
18,2025-12-04 19:10:26.059000+00:00
18,2025-12-04 19:10:24.021000+00:00
18,2025-12-04 19:10:22.028000+00:00
18,2025-12-04 19:10:20.114000+00:00
18,2025-12-04 19:10:17.948000+00:00
18,2025-12-04 19:10:15.939000+00:00
18,2025-12-04 19:10:13.934000+00:00
18,2025-12-04 19:10:11.935000+00:00
18,2025-12-04 19:10:09.970000+00:00
25,2025-12-04 19:10:07.980000+00:00
25,2025-12-04 19:10:06.046000+00:00
25,2025-12-04 19:10:03.967000+00:00
25,2025-12-04 19:10:01.953000+00:00
25,2025-12-04 19:09:59.943000+00:00
25,2025-12-04 19:09:58.004000+00:00
25,2025-12-04 19:09:55.973000+00:00
25,2025-12-04 19:09:53.947000+00:00
25,2025-12-04 19:09:51.932000+00:00
25,2025-12-04 19:09:49.993000+00:00
25,2025-12-04 19:09:47.965000+00:00
25,2025-12-04 19:09:46.123000+00:00
25,2025-12-04 19:09:43.977000+00:00
25,2025-12-04 19:09:41.939000+00:00
25,2025-12-04 19:09:39.991000+00:00
25,2025-12-04 19:09:38.043000+00:00
25,2025-12-04 19:09:35.934000+00:00
25,2025-12-04 19:09:33.970000+00:00
25,2025-12-04 19:09:31.992000+00:00
25,2025-12-04 19:09:30.029000+00:00
25,2025-12-04 19:09:27.999000+00:00
25,2025-12-04 19:09:25.944000+00:00
25,2025-12-04 19:09:23.938000+00:00
25,2025-12-04 19:09:22.008000+00:00
25,2025-12-04 19:09:20.041000+00:00
25,2025-12-04 19:09:17.970000+00:00
25,2025-12-04 19:09:15.962000+00:00
25,2025-12-04 19:09:13.971000+00:00
25,2025-12-04 19:09:12.025000+00:00
25,2025-12-04 19:09:09.958000+00:00
25,2025-12-04 19:09:08.015000+00:00
25,2025-12-04 19:09:06.105000+00:00
25,2025-12-04 19:09:03.972000+00:00
25,2025-12-04 19:09:01.953000+00:00
25,2025-12-04 19:08:59.941000+00:00
25,2025-12-04 19:08:57.947000+00:00
25,2025-12-04 19:08:55.943000+00:00
25,2025-12-04 19:08:53.970000+00:00
25,2025-12-04 19:08:51.936000+00:00
25,2025-12-04 19:08:49.985000+00:00
25,2025-12-04 19:08:47.962000+00:00
25,2025-12-04 19:08:45.935000+00:00
25,2025-12-04 19:08:43.945000+00:00
25,2025-12-04 19:08:42.003000+00:00
25,2025-12-04 19:08:39.943000+00:00
25,2025-12-04 19:08:37.989000+00:00
25,2025-12-04 19:08:35.957000+00:00
25,2025-12-04 19:08:33.988000+00:00
25,2025-12-04 19:08:31.975000+00:00
25,2025-12-04 19:08:30.033000+00:00
25,2025-12-04 19:08:27.981000+00:00
25,2025-12-04 19:08:25.992000+00:00
25,2025-12-04 19:08:24.024000+00:00
20,2025-12-04 19:08:22.105000+00:00
20,2025-12-04 19:08:20.006000+00:00
20,2025-12-04 19:08:17.953000+00:00
20,2025-12-04 19:08:15.965000+00:00
20,2025-12-04 19:08:13.960000+00:00
18,2025-12-04 19:08:11.997000+00:00
18,2025-12-04 19:08:09.967000+00:00
18,2025-12-04 19:08:07.972000+00:00
18,2025-12-04 19:08:05.991000+00:00
18,2025-12-04 19:08:04.032000+00:00
18,2025-12-04 19:08:01.936000+00:00
18,2025-12-04 19:07:59.978000+00:00
18,2025-12-04 19:07:57.937000+00:00
18,2025-12-04 19:07:55.933000+00:00
19,2025-12-04 19:07:53.967000+00:00
18,2025-12-04 19:07:51.938000+00:00
18,2025-12-04 19:07:49.983000+00:00
18,2025-12-04 19:07:47.993000+00:00
18,2025-12-04 19:07:45.971000+00:00
18,2025-12-04 19:07:44.027000+00:00
18,2025-12-04 19:07:41.989000+00:00
18,2025-12-04 19:07:39.964000+00:00
19,2025-12-04 19:07:37.959000+00:00
19,2025-12-04 19:07:35.991000+00:00
19,2025-12-04 19:07:33.949000+00:00
19,2025-12-04 19:07:31.972000+00:00
19,2025-12-04 19:07:29.971000+00:00
19,2025-12-04 19:07:27.946000+00:00
19,2025-12-04 19:07:25.967000+00:00
19,2025-12-04 19:07:23.987000+00:00
18,2025-12-04 19:07:21.977000+00:00
23,2025-12-04 19:07:19.972000+00:00
23,2025-12-04 19:07:17.936000+00:00
23,2025-12-04 19:07:15.967000+00:00
23,2025-12-04 19:07:14.004000+00:00
23,2025-12-04 19:07:11.942000+00:00
23,2025-12-04 19:07:09.990000+00:00
23,2025-12-04 19:07:07.962000+00:00
24,2025-12-04 19:07:05.972000+00:00
24,2025-12-04 19:07:03.941000+00:00
24,2025-12-04 19:07:01.968000+00:00
24,2025-12-04 19:06:59.937000+00:00
24,2025-12-04 19:06:57.953000+00:00
24,2025-12-04 19:06:55.939000+00:00
24,2025-12-04 19:06:54.032000+00:00
24,2025-12-04 19:06:51.933000+00:00
23,2025-12-04 19:06:49.999000+00:00
23,2025-12-04 19:06:47.951000+00:00
23,2025-12-04 19:06:45.986000+00:00
23,2025-12-04 19:06:43.965000+00:00
23,2025-12-04 19:06:41.959000+00:00
23,2025-12-04 19:06:39.975000+00:00
23,2025-12-04 19:06:37.983000+00:00
23,2025-12-04 19:06:35.937000+00:00
22,2025-12-04 19:06:33.975000+00:00
25,2025-12-04 19:06:31.955000+00:00
25,2025-12-04 19:06:30.108000+00:00
25,2025-12-04 19:06:27.985000+00:00
25,2025-12-04 19:06:25.937000+00:00
25,2025-12-04 19:06:23.988000+00:00
25,2025-12-04 19:06:21.994000+00:00
25,2025-12-04 19:06:20.016000+00:00
25,2025-12-04 19:06:17.976000+00:00
26,2025-12-04 19:06:15.948000+00:00
26,2025-12-04 19:06:14.026000+00:00
26,2025-12-04 19:06:12.068000+00:00
26,2025-12-04 19:06:09.939000+00:00
26,2025-12-04 19:06:08.038000+00:00
26,2025-12-04 19:06:06.045000+00:00
27,2025-12-04 19:06:03.935000+00:00
27,2025-12-04 19:06:01.969000+00:00
25,2025-12-04 19:05:59.997000+00:00
25,2025-12-04 19:05:57.964000+00:00
25,2025-12-04 19:05:56.028000+00:00
25,2025-12-04 19:05:53.971000+00:00
25,2025-12-04 19:05:51.939000+00:00
25,2025-12-04 19:05:49.979000+00:00
25,2025-12-04 19:05:48.029000+00:00
25,2025-12-04 19:05:45.940000+00:00
31,2025-12-04 19:05:43.961000+00:00
31,2025-12-04 19:05:41.975000+00:00
31,2025-12-04 19:05:39.958000+00:00
31,2025-12-04 19:05:38.014000+00:00
31,2025-12-04 19:05:36.069000+00:00
31,2025-12-04 19:05:34.010000+00:00
28,2025-12-04 19:05:32.050000+00:00
28,2025-12-04 19:05:29.952000+00:00
24,2025-12-04 19:05:27.987000+00:00
24,2025-12-04 19:05:26.029000+00:00
24,2025-12-04 19:05:24.020000+00:00
24,2025-12-04 19:05:22.114000+00:00
24,2025-12-04 19:05:19.971000+00:00
24,2025-12-04 19:05:18.095000+00:00
24,2025-12-04 19:05:16.034000+00:00
24,2025-12-04 19:05:14.046000+00:00
24,2025-12-04 19:05:11.936000+00:00
24,2025-12-04 19:05:09.997000+00:00
24,2025-12-04 19:05:07.975000+00:00
24,2025-12-04 19:05:06.147000+00:00
22,2025-12-04 19:05:03.999000+00:00
22,2025-12-04 19:05:01.971000+00:00
22,2025-12-04 19:04:59.998000+00:00
23,2025-12-04 19:04:58.004000+00:00
22,2025-12-04 19:04:55.977000+00:00
22,2025-12-04 19:04:54.029000+00:00
22,2025-12-04 19:04:51.983000+00:00
23,2025-12-04 19:04:50.008000+00:00
24,2025-12-04 19:04:47.946000+00:00
22,2025-12-04 19:04:45.988000+00:00
22,2025-12-04 19:04:44.016000+00:00
22,2025-12-04 19:04:41.936000+00:00
22,2025-12-04 19:04:39.995000+00:00
22,2025-12-04 19:04:38.023000+00:00
22,2025-12-04 19:04:35.982000+00:00
22,2025-12-04 19:04:34.010000+00:00
20,2025-12-04 19:04:31.977000+00:00
20,2025-12-04 19:04:30.112000+00:00
20,2025-12-04 19:04:27.981000+00:00
20,2025-12-04 19:04:25.949000+00:00
19,2025-12-04 19:04:24.028000+00:00
19,2025-12-04 19:04:21.974000+00:00
19,2025-12-04 19:04:20.006000+00:00
19,2025-12-04 19:04:17.992000+00:00
19,2025-12-04 19:04:15.975000+00:00
24,2025-12-04 19:04:14+00:00
24,2025-12-04 19:04:11.984000+00:00
24,2025-12-04 19:04:09.999000+00:00
22,2025-12-04 19:04:08.044000+00:00
22,2025-12-04 19:04:06.046000+00:00
22,2025-12-04 19:04:04.022000+00:00
22,2025-12-04 19:04:01.991000+00:00
24,2025-12-04 19:04:00.029000+00:00
24,2025-12-04 19:03:58.195000+00:00
24,2025-12-04 19:03:56.002000+00:00
24,2025-12-04 19:03:53.948000+00:00
24,2025-12-04 19:03:51.946000+00:00
24,2025-12-04 19:03:49.936000+00:00
24,2025-12-04 19:03:47.940000+00:00
24,2025-12-04 19:03:45.974000+00:00
21,2025-12-04 19:03:43.936000+00:00
22,2025-12-04 19:03:42.007000+00:00
22,2025-12-04 19:03:39.936000+00:00
22,2025-12-04 19:03:37.997000+00:00
22,2025-12-04 19:03:35.937000+00:00
20,2025-12-04 19:03:34.097000+00:00
20,2025-12-04 19:03:31.968000+00:00
20,2025-12-04 19:03:29.962000+00:00
19,2025-12-04 19:03:27.940000+00:00
20,2025-12-04 19:03:26.052000+00:00
20,2025-12-04 19:03:23.936000+00:00
19,2025-12-04 19:03:21.939000+00:00
19,2025-12-04 19:03:20.047000+00:00
19,2025-12-04 19:03:18.131000+00:00
19,2025-12-04 19:03:15.971000+00:00
19,2025-12-04 19:03:13.946000+00:00
19,2025-12-04 19:03:11.936000+00:00
20,2025-12-04 19:03:10.061000+00:00
20,2025-12-04 19:03:07.978000+00:00
20,2025-12-04 19:03:05.938000+00:00
21,2025-12-04 19:03:03.979000+00:00
18,2025-12-04 19:03:01.989000+00:00
18,2025-12-04 19:02:59.961000+00:00
18,2025-12-04 19:02:57.937000+00:00
18,2025-12-04 19:02:55.936000+00:00
20,2025-12-04 19:02:54.002000+00:00
20,2025-12-04 19:02:52.015000+00:00
20,2025-12-04 19:02:49.940000+00:00
19,2025-12-04 19:02:47.942000+00:00
22,2025-12-04 19:02:46.108000+00:00
22,2025-12-04 19:02:43.998000+00:00
22,2025-12-04 19:02:41.938000+00:00
22,2025-12-04 19:02:39.974000+00:00
22,2025-12-04 19:02:37.982000+00:00
22,2025-12-04 19:02:36.295000+00:00
22,2025-12-04 19:02:33.979000+00:00
23,2025-12-04 19:02:31.940000+00:00
23,2025-12-04 19:02:29.942000+00:00
23,2025-12-04 19:02:27.938000+00:00
23,2025-12-04 19:02:25.978000+00:00
23,2025-12-04 19:02:23.959000+00:00
23,2025-12-04 19:02:21.938000+00:00
23,2025-12-04 19:02:19.961000+00:00
23,2025-12-04 19:02:17.994000+00:00
23,2025-12-04 19:02:16.026000+00:00
20,2025-12-04 19:02:13.998000+00:00
20,2025-12-04 19:02:11.941000+00:00
20,2025-12-04 19:02:09.972000+00:00
16,2025-12-04 19:02:07.990000+00:00
18,2025-12-04 19:02:06.022000+00:00
18,2025-12-04 19:02:03.943000+00:00
18,2025-12-04 19:02:01.948000+00:00
18,2025-12-04 19:01:59.997000+00:00
18,2025-12-04 19:01:57.985000+00:00
18,2025-12-04 19:01:55.940000+00:00
18,2025-12-04 19:01:53.992000+00:00
20,2025-12-04 19:01:52.032000+00:00
21,2025-12-04 19:01:50.034000+00:00
21,2025-12-04 19:01:48.018000+00:00
21,2025-12-04 19:01:45.940000+00:00
23,2025-12-04 19:01:43.991000+00:00
23,2025-12-04 19:01:42.004000+00:00
23,2025-12-04 19:01:39.936000+00:00
23,2025-12-04 19:01:37.995000+00:00
25,2025-12-04 19:01:35.994000+00:00
27,2025-12-04 19:01:33.940000+00:00
27,2025-12-04 19:01:31.973000+00:00
27,2025-12-04 19:01:29.988000+00:00
27,2025-12-04 19:01:27.973000+00:00
24,2025-12-04 19:01:25.952000+00:00
24,2025-12-04 19:01:23.944000+00:00
24,2025-12-04 19:01:22.031000+00:00
23,2025-12-04 19:01:19.972000+00:00
21,2025-12-04 19:01:17.939000+00:00
21,2025-12-04 19:01:15.985000+00:00
21,2025-12-04 19:01:13.986000+00:00
21,2025-12-04 19:01:11.996000+00:00
19,2025-12-04 19:01:10.108000+00:00
19,2025-12-04 19:01:07.984000+00:00
19,2025-12-04 19:01:05.947000+00:00
19,2025-12-04 19:01:03.939000+00:00
19,2025-12-04 19:01:01.985000+00:00
19,2025-12-04 19:00:59.993000+00:00
19,2025-12-04 19:00:57.948000+00:00
19,2025-12-04 19:00:55.940000+00:00
22,2025-12-04 19:00:53.953000+00:00
22,2025-12-04 19:00:51.983000+00:00
22,2025-12-04 19:00:49.976000+00:00
22,2025-12-04 19:00:47.945000+00:00
21,2025-12-04 19:00:45.975000+00:00
21,2025-12-04 19:00:43.975000+00:00
21,2025-12-04 19:00:42.041000+00:00
21,2025-12-04 19:00:39.992000+00:00
25,2025-12-04 19:00:37.972000+00:00
25,2025-12-04 19:00:35.993000+00:00
26,2025-12-04 19:00:34.024000+00:00
26,2025-12-04 19:00:32.117000+00:00
26,2025-12-04 19:00:30.088000+00:00
24,2025-12-04 19:00:27.990000+00:00
24,2025-12-04 19:00:26.070000+00:00
24,2025-12-04 19:00:24.004000+00:00
23,2025-12-04 19:00:21.960000+00:00
23,2025-12-04 19:00:20.045000+00:00
25,2025-12-04 19:00:18.005000+00:00
25,2025-12-04 19:00:15.993000+00:00
25,2025-12-04 19:00:13.940000+00:00
23,2025-12-04 19:00:11.978000+00:00
23,2025-12-04 19:00:09.977000+00:00
23,2025-12-04 19:00:07.976000+00:00
20,2025-12-04 19:00:05.945000+00:00
20,2025-12-04 19:00:04.021000+00:00
18,2025-12-04 19:00:01.976000+00:00
18,2025-12-04 18:59:59.992000+00:00
18,2025-12-04 18:59:58.003000+00:00
19,2025-12-04 18:59:55.991000+00:00
19,2025-12-04 18:59:53.986000+00:00
19,2025-12-04 18:59:52.033000+00:00
18,2025-12-04 18:59:49.941000+00:00
18,2025-12-04 18:59:47.946000+00:00
18,2025-12-04 18:59:45.969000+00:00
18,2025-12-04 18:59:44.029000+00:00
18,2025-12-04 18:59:42.012000+00:00
18,2025-12-04 18:59:39.943000+00:00
18,2025-12-04 18:59:37.997000+00:00
18,2025-12-04 18:59:35.999000+00:00
20,2025-12-04 18:59:34.095000+00:00
20,2025-12-04 18:59:31.967000+00:00
20,2025-12-04 18:59:30.174000+00:00
20,2025-12-04 18:59:27.990000+00:00
20,2025-12-04 18:59:25.954000+00:00
20,2025-12-04 18:59:24.012000+00:00
20,2025-12-04 18:59:22.001000+00:00
20,2025-12-04 18:59:20.032000+00:00
21,2025-12-04 18:59:17.944000+00:00
21,2025-12-04 18:59:15.943000+00:00
20,2025-12-04 18:59:13.946000+00:00
21,2025-12-04 18:59:11.988000+00:00
21,2025-12-04 18:59:10.004000+00:00
21,2025-12-04 18:59:08.004000+00:00
21,2025-12-04 18:59:05.947000+00:00
21,2025-12-04 18:59:04.018000+00:00
20,2025-12-04 18:59:02.002000+00:00
20,2025-12-04 18:58:59.939000+00:00
21,2025-12-04 18:58:58.003000+00:00
21,2025-12-04 18:58:55.965000+00:00
21,2025-12-04 18:58:53.941000+00:00
21,2025-12-04 18:58:52.019000+00:00
21,2025-12-04 18:58:49.979000+00:00
21,2025-12-04 18:58:48+00:00
21,2025-12-04 18:58:45.970000+00:00
21,2025-12-04 18:58:43.944000+00:00
22,2025-12-04 18:58:41.957000+00:00
22,2025-12-04 18:58:40.011000+00:00
22,2025-12-04 18:58:37.943000+00:00
22,2025-12-04 18:58:35.994000+00:00
22,2025-12-04 18:58:33.957000+00:00
22,2025-12-04 18:58:31.983000+00:00
21,2025-12-04 18:58:29.982000+00:00
21,2025-12-04 18:58:27.960000+00:00
22,2025-12-04 18:58:25.977000+00:00
21,2025-12-04 18:58:24.096000+00:00
21,2025-12-04 18:58:21.986000+00:00
21,2025-12-04 18:58:19.988000+00:00
21,2025-12-04 18:58:17.973000+00:00
21,2025-12-04 18:58:15.991000+00:00
24,2025-12-04 18:58:13.959000+00:00
24,2025-12-04 18:58:11.992000+00:00
24,2025-12-04 18:58:10.099000+00:00
24,2025-12-04 18:58:07.949000+00:00
24,2025-12-04 18:58:06.001000+00:00
24,2025-12-04 18:58:03.985000+00:00
24,2025-12-04 18:58:02.039000+00:00
22,2025-12-04 18:57:59.971000+00:00
22,2025-12-04 18:57:57.988000+00:00
22,2025-12-04 18:57:55.948000+00:00
22,2025-12-04 18:57:54.004000+00:00
22,2025-12-04 18:57:52.001000+00:00
22,2025-12-04 18:57:49.996000+00:00
22,2025-12-04 18:57:48.017000+00:00
20,2025-12-04 18:57:45.997000+00:00
20,2025-12-04 18:57:43.961000+00:00
20,2025-12-04 18:57:42.012000+00:00
20,2025-12-04 18:57:39.963000+00:00
20,2025-12-04 18:57:37.976000+00:00
20,2025-12-04 18:57:35.979000+00:00
20,2025-12-04 18:57:33.991000+00:00
21,2025-12-04 18:57:31.982000+00:00
21,2025-12-04 18:57:30.007000+00:00
21,2025-12-04 18:57:27.995000+00:00
21,2025-12-04 18:57:26.022000+00:00
21,2025-12-04 18:57:24.082000+00:00
21,2025-12-04 18:57:22.047000+00:00
21,2025-12-04 18:57:19.994000+00:00
21,2025-12-04 18:57:18.012000+00:00
22,2025-12-04 18:57:16.072000+00:00
22,2025-12-04 18:57:13.973000+00:00
22,2025-12-04 18:57:12.001000+00:00
22,2025-12-04 18:57:09.946000+00:00
22,2025-12-04 18:57:07.951000+00:00
22,2025-12-04 18:57:05.964000+00:00
22,2025-12-04 18:57:04.029000+00:00
22,2025-12-04 18:57:01.994000+00:00
22,2025-12-04 18:56:59.972000+00:00
22,2025-12-04 18:56:57.965000+00:00
24,2025-12-04 18:56:56.013000+00:00
24,2025-12-04 18:56:54.035000+00:00
24,2025-12-04 18:56:51.973000+00:00
24,2025-12-04 18:56:49.965000+00:00
24,2025-12-04 18:56:47.989000+00:00
24,2025-12-04 18:56:46.196000+00:00
27,2025-12-04 18:56:43.967000+00:00
27,2025-12-04 18:56:42.020000+00:00
19,2025-12-04 18:56:40.003000+00:00
19,2025-12-04 18:56:37.975000+00:00
19,2025-12-04 18:56:35.953000+00:00
19,2025-12-04 18:56:34.004000+00:00
19,2025-12-04 18:56:31.982000+00:00
19,2025-12-04 18:56:29.959000+00:00
20,2025-12-04 18:56:28.046000+00:00
20,2025-12-04 18:56:25.992000+00:00
20,2025-12-04 18:56:24.020000+00:00
18,2025-12-04 18:56:22.004000+00:00
18,2025-12-04 18:56:19.967000+00:00
18,2025-12-04 18:56:17.959000+00:00
18,2025-12-04 18:56:15.969000+00:00
18,2025-12-04 18:56:13.965000+00:00
20,2025-12-04 18:56:11.947000+00:00
20,2025-12-04 18:56:10.003000+00:00
20,2025-12-04 18:56:08.095000+00:00
18,2025-12-04 18:56:05.953000+00:00
18,2025-12-04 18:56:04.035000+00:00
18,2025-12-04 18:56:01.997000+00:00
18,2025-12-04 18:55:59.996000+00:00
18,2025-12-04 18:55:58.001000+00:00
18,2025-12-04 18:55:55.942000+00:00
18,2025-12-04 18:55:54.018000+00:00
18,2025-12-04 18:55:52+00:00
20,2025-12-04 18:55:49.951000+00:00
20,2025-12-04 18:55:48.065000+00:00
20,2025-12-04 18:55:46.044000+00:00
20,2025-12-04 18:55:43.986000+00:00
20,2025-12-04 18:55:41.986000+00:00
20,2025-12-04 18:55:39.974000+00:00
20,2025-12-04 18:55:37.945000+00:00
20,2025-12-04 18:55:35.945000+00:00
18,2025-12-04 18:55:34.007000+00:00
18,2025-12-04 18:55:31.991000+00:00
18,2025-12-04 18:55:30.010000+00:00
18,2025-12-04 18:55:28.045000+00:00
18,2025-12-04 18:55:26.026000+00:00
18,2025-12-04 18:55:23.972000+00:00
18,2025-12-04 18:55:22.112000+00:00
18,2025-12-04 18:55:19.945000+00:00
19,2025-12-04 18:55:18.137000+00:00
19,2025-12-04 18:55:15.945000+00:00
18,2025-12-04 18:55:13.967000+00:00
18,2025-12-04 18:55:11.964000+00:00
18,2025-12-04 18:55:09.990000+00:00
18,2025-12-04 18:55:08.022000+00:00
18,2025-12-04 18:55:06.023000+00:00
18,2025-12-04 18:55:04.043000+00:00
20,2025-12-04 18:55:02.011000+00:00
20,2025-12-04 18:55:00.008000+00:00
19,2025-12-04 18:54:57.974000+00:00
19,2025-12-04 18:54:56.069000+00:00
19,2025-12-04 18:54:53.976000+00:00
19,2025-12-04 18:54:51.997000+00:00
19,2025-12-04 18:54:50.017000+00:00
19,2025-12-04 18:54:47.949000+00:00
19,2025-12-04 18:54:46.023000+00:00
19,2025-12-04 18:54:44.049000+00:00
19,2025-12-04 18:54:41.976000+00:00
16,2025-12-04 18:54:39.945000+00:00
16,2025-12-04 18:54:37.949000+00:00
15,2025-12-04 18:54:35.973000+00:00
15,2025-12-04 18:54:33.996000+00:00
15,2025-12-04 18:54:31.997000+00:00
15,2025-12-04 18:54:29.985000+00:00
15,2025-12-04 18:54:28.103000+00:00
15,2025-12-04 18:54:25.971000+00:00
15,2025-12-04 18:54:23.984000+00:00
15,2025-12-04 18:54:21.987000+00:00
17,2025-12-04 18:54:19.976000+00:00
17,2025-12-04 18:54:17.990000+00:00
17,2025-12-04 18:54:15.981000+00:00
18,2025-12-04 18:54:14.022000+00:00
18,2025-12-04 18:54:11.941000+00:00
18,2025-12-04 18:54:09.979000+00:00
18,2025-12-04 18:54:08.032000+00:00
18,2025-12-04 18:54:06.041000+00:00
20,2025-12-04 18:54:03.980000+00:00
21,2025-12-04 18:54:02.027000+00:00
21,2025-12-04 18:53:59.952000+00:00
21,2025-12-04 18:53:57.942000+00:00
21,2025-12-04 18:53:56.104000+00:00
20,2025-12-04 18:53:53.984000+00:00
20,2025-12-04 18:53:52.068000+00:00
20,2025-12-04 18:53:50.095000+00:00
20,2025-12-04 18:53:47.973000+00:00
19,2025-12-04 18:53:45.983000+00:00
20,2025-12-04 18:53:44.029000+00:00
20,2025-12-04 18:53:42.001000+00:00
20,2025-12-04 18:53:40.089000+00:00
20,2025-12-04 18:53:37.953000+00:00
19,2025-12-04 18:53:35.990000+00:00
20,2025-12-04 18:53:33.975000+00:00
18,2025-12-04 18:53:31.984000+00:00
18,2025-12-04 18:53:29.956000+00:00
20,2025-12-04 18:53:28+00:00
19,2025-12-04 18:53:25.952000+00:00
19,2025-12-04 18:53:24.038000+00:00
17,2025-12-04 18:53:21.976000+00:00
17,2025-12-04 18:53:20.033000+00:00
17,2025-12-04 18:53:17.973000+00:00
16,2025-12-04 18:53:15.980000+00:00
17,2025-12-04 18:53:14.045000+00:00
16,2025-12-04 18:53:12.041000+00:00
20,2025-12-04 18:51:49.214000+00:00
20,2025-12-04 18:51:47.218000+00:00
20,2025-12-04 18:51:45.165000+00:00
20,2025-12-04 18:51:43.177000+00:00
20,2025-12-04 18:51:41.175000+00:00
20,2025-12-04 18:51:39.204000+00:00
19,2025-12-04 18:51:37.329000+00:00
17,2025-12-04 18:51:00.874000+00:00
17,2025-12-04 18:50:58.789000+00:00
17,2025-12-04 18:50:56.912000+00:00
17,2025-12-04 18:50:54.813000+00:00
17,2025-12-04 18:50:52.886000+00:00
15,2025-12-04 18:50:50.804000+00:00
15,2025-12-04 18:50:48.833000+00:00
15,2025-12-04 18:50:46.900000+00:00
15,2025-12-04 18:50:44.803000+00:00
15,2025-12-04 18:50:42.805000+00:00
15,2025-12-04 18:50:40.834000+00:00
14,2025-12-04 18:50:38.906000+00:00
18,2025-12-04 18:50:36.838000+00:00
18,2025-12-04 18:50:34.797000+00:00
18,2025-12-04 18:50:32.912000+00:00
18,2025-12-04 18:50:30.803000+00:00
18,2025-12-04 18:50:28.921000+00:00
18,2025-12-04 18:50:26.871000+00:00
16,2025-12-04 18:50:24.860000+00:00
16,2025-12-04 18:50:22.797000+00:00
16,2025-12-04 18:50:20.797000+00:00
